date,district,magnitude,depth_km,seismic_activity,earthquake
2024-12-27,Kallakurichi,4.7,97,86,0
2024-12-30,Kallakurichi,4.1,159,79,0
2024-01-01,Chengalpattu,6.1,183,13,0
2024-01-04,Chengalpattu,3.4,260,84,0
2024-01-07,Chengalpattu,3.8,140,91,0
2024-01-10,Chengalpattu,6.0,6,19,0
2024-01-13,Chengalpattu,5.9,80,40,0
2024-01-16,Chengalpattu,2.7,233,92,0
2024-01-19,Chengalpattu,6.0,249,8,0
2024-01-22,Chengalpattu,2.6,223,93,0
2024-01-25,Chengalpattu,3.4,51,41,0
2024-01-28,Chengalpattu,7.0,98,98,1
2024-01-31,Chengalpattu,3.9,168,63,0
2024-02-03,Chengalpattu,4.1,216,77,0
2024-02-06,Chengalpattu,6.0,175,17,0
2024-02-09,Chengalpattu,6.0,130,49,0
2024-02-12,Chengalpattu,4.1,259,68,0
2024-02-15,Chengalpattu,4.7,277,68,0
2024-02-18,Chengalpattu,6.1,201,10,0
2024-02-21,Chengalpattu,4.9,220,67,0
2024-02-24,Chengalpattu,4.9,117,89,0
2024-02-27,Chengalpattu,2.4,190,0,0
2024-03-02,Chengalpattu,3.0,13,46,0
2024-03-05,Chengalpattu,4.8,73,14,0
2024-03-08,Chengalpattu,2.3,183,46,0
2024-03-11,Chengalpattu,6.2,76,37,0
2024-03-14,Chengalpattu,4.3,287,53,0
2024-03-17,Chengalpattu,3.2,119,7,0
2024-03-20,Chengalpattu,5.7,65,89,1
2024-03-23,Chengalpattu,5.5,198,93,1
2024-03-26,Chengalpattu,2.1,222,47,0
2024-03-29,Chengalpattu,2.3,59,84,0
2024-04-01,Chengalpattu,4.9,249,76,0
2024-04-04,Chengalpattu,6.4,20,18,0
2024-04-07,Chengalpattu,3.8,45,31,0
2024-04-10,Chengalpattu,2.4,296,53,0
2024-04-13,Chengalpattu,2.7,98,60,0
2024-04-16,Chengalpattu,5.7,275,89,1
2024-04-19,Chengalpattu,6.7,245,52,0
2024-04-22,Chengalpattu,5.6,232,100,1
2024-04-25,Chengalpattu,5.2,11,36,0
2024-04-28,Chengalpattu,2.6,35,82,0
2024-05-01,Chengalpattu,2.2,93,64,0
2024-05-04,Chengalpattu,2.8,207,54,0
2024-05-07,Chengalpattu,5.4,237,70,1
2024-05-10,Chengalpattu,5.6,137,73,1
2024-05-13,Chengalpattu,4.5,121,54,0
2024-05-16,Chengalpattu,6.7,144,11,0
2024-05-19,Chengalpattu,4.6,69,95,0
2024-05-22,Chengalpattu,3.1,33,28,0
2024-05-25,Chengalpattu,4.0,291,77,0
2024-05-28,Chengalpattu,6.2,244,61,1
2024-05-31,Chengalpattu,3.6,212,48,0
2024-06-03,Chengalpattu,2.8,195,82,0
2024-06-06,Chengalpattu,4.1,143,13,0
2024-06-09,Chengalpattu,2.5,190,77,0
2024-06-12,Chengalpattu,5.9,176,3,0
2024-06-15,Chengalpattu,3.2,88,69,0
2024-06-18,Chengalpattu,2.5,113,76,0
2024-06-21,Chengalpattu,2.1,163,24,0
2024-06-24,Chengalpattu,4.8,21,30,0
2024-06-27,Chengalpattu,3.3,296,72,0
2024-06-30,Chengalpattu,2.2,252,5,0
2024-07-03,Chengalpattu,2.2,52,39,0
2024-07-06,Chengalpattu,2.0,187,96,0
2024-07-09,Chengalpattu,3.4,208,64,0
2024-07-12,Chengalpattu,3.0,205,92,0
2024-07-15,Chengalpattu,3.8,71,89,0
2024-07-18,Chengalpattu,5.4,174,52,0
2024-07-21,Chengalpattu,6.5,262,12,0
2024-07-24,Chengalpattu,4.5,81,3,0
2024-07-27,Chengalpattu,4.9,200,61,0
2024-07-30,Chengalpattu,4.9,24,37,0
2024-08-02,Chengalpattu,2.8,242,10,0
2024-08-05,Chengalpattu,6.4,52,91,1
2024-08-08,Chengalpattu,3.2,115,87,0
2024-08-11,Chengalpattu,5.3,87,64,1
2024-08-14,Chengalpattu,4.6,272,98,0
2024-08-17,Chengalpattu,3.7,72,43,0
2024-08-20,Chengalpattu,3.5,225,5,0
2024-08-23,Chengalpattu,6.5,203,30,0
2024-08-26,Chengalpattu,3.0,43,19,0
2024-08-29,Chengalpattu,4.8,259,12,0
2024-09-01,Chengalpattu,6.0,78,98,1
2024-09-04,Chengalpattu,6.4,285,100,1
2024-09-07,Chengalpattu,6.5,260,12,0
2024-09-10,Chengalpattu,4.3,91,37,0
2024-09-13,Chengalpattu,2.8,148,73,0
2024-09-16,Chengalpattu,3.8,50,9,0
2024-09-19,Chengalpattu,2.9,240,33,0
2024-09-22,Chengalpattu,6.9,136,97,1
2024-09-25,Chengalpattu,6.4,76,15,0
2024-09-28,Chengalpattu,6.9,254,5,0
2024-10-01,Chengalpattu,3.8,151,51,0
2024-10-04,Chengalpattu,4.0,71,56,0
2024-10-07,Chengalpattu,3.8,165,47,0
2024-10-10,Chengalpattu,2.4,216,64,0
2024-10-13,Chengalpattu,4.3,26,79,0
2024-10-16,Chengalpattu,6.9,34,94,1
2024-10-19,Chengalpattu,6.0,292,1,0
2024-10-22,Chengalpattu,2.8,58,37,0
2024-10-25,Chengalpattu,3.9,296,51,0
2024-10-28,Chengalpattu,6.3,119,49,0
2024-10-31,Chengalpattu,6.4,52,44,0
2024-11-03,Chengalpattu,4.3,278,59,0
2024-11-06,Chengalpattu,2.5,97,93,0
2024-11-09,Chengalpattu,2.5,208,98,0
2024-11-12,Chengalpattu,4.2,210,42,0
2024-11-15,Chengalpattu,2.3,180,77,0
2024-11-18,Chengalpattu,4.4,248,14,0
2024-11-21,Chengalpattu,3.4,24,69,0
2024-11-24,Chengalpattu,2.8,245,18,0
2024-11-27,Chengalpattu,5.2,168,72,1
2024-11-30,Chengalpattu,2.2,199,7,0
2024-12-03,Chengalpattu,6.7,190,55,0
2024-12-06,Chengalpattu,6.9,114,6,0
2024-12-09,Chengalpattu,3.1,16,97,0
2024-12-12,Chengalpattu,5.4,143,32,0
2024-12-15,Chengalpattu,5.2,47,18,0
2024-12-18,Chengalpattu,2.3,212,10,0
2024-12-21,Chengalpattu,3.5,236,53,0
2024-12-24,Chengalpattu,4.6,137,23,0
2024-12-27,Chengalpattu,6.2,52,54,0
2024-12-30,Chengalpattu,3.7,157,21,0
2024-01-01,Tenkasi,3.0,219,61,0
2024-01-04,Tenkasi,4.4,87,89,0
2024-01-07,Tenkasi,4.2,297,49,0
2024-01-10,Tenkasi,6.1,292,100,1
2024-01-13,Tenkasi,6.5,106,9,0
2024-01-16,Tenkasi,5.6,79,41,0
2024-01-19,Tenkasi,5.3,167,1,0
2024-01-22,Tenkasi,2.8,239,18,0
2024-01-25,Tenkasi,4.5,167,14,0
2024-01-28,Tenkasi,6.0,213,33,0
2024-01-31,Tenkasi,4.6,6,57,0
2024-02-03,Tenkasi,6.7,69,81,1
2024-02-06,Tenkasi,4.2,54,4,0
2024-02-09,Tenkasi,3.1,101,53,0
2024-02-12,Tenkasi,5.5,90,76,1
2024-02-15,Tenkasi,3.9,183,26,0
2024-02-18,Tenkasi,6.8,300,1,0
2024-02-21,Tenkasi,3.9,191,2,0
2024-02-24,Tenkasi,3.5,162,64,0
2024-02-27,Tenkasi,6.1,68,89,1
2024-03-02,Tenkasi,4.5,238,52,0
2024-03-05,Tenkasi,4.1,185,69,0
2024-03-08,Tenkasi,4.1,176,14,0
2024-03-11,Tenkasi,6.6,239,54,0
2024-03-14,Tenkasi,3.9,288,76,0
2024-03-17,Tenkasi,2.8,228,48,0
2024-03-20,Tenkasi,3.4,228,81,0
2024-03-23,Tenkasi,3.4,55,11,0
2024-03-26,Tenkasi,6.0,58,11,0
2024-03-29,Tenkasi,5.2,215,13,0
2024-04-01,Tenkasi,4.5,283,12,0
2024-04-04,Tenkasi,5.2,262,74,1
2024-04-07,Tenkasi,6.0,153,53,0
2024-04-10,Tenkasi,3.1,237,70,0
2024-04-13,Tenkasi,3.9,105,60,0
2024-04-16,Tenkasi,6.8,184,59,0
2024-04-19,Tenkasi,4.1,207,0,0
2024-04-22,Tenkasi,6.7,119,64,1
2024-04-25,Tenkasi,3.4,140,39,0
2024-04-28,Tenkasi,6.2,217,86,1
2024-05-01,Tenkasi,3.2,217,4,0
2024-05-04,Tenkasi,2.1,83,47,0
2024-05-07,Tenkasi,6.2,270,94,1
2024-05-10,Tenkasi,5.0,176,21,0
2024-05-13,Tenkasi,6.8,225,30,0
2024-05-16,Tenkasi,4.8,205,24,0
2024-05-19,Tenkasi,5.1,206,6,0
2024-05-22,Tenkasi,6.0,300,54,0
2024-05-25,Tenkasi,2.6,204,93,0
2024-05-28,Tenkasi,2.9,167,66,0
2024-05-31,Tenkasi,2.8,123,12,0
2024-06-03,Tenkasi,5.6,69,64,1
2024-06-06,Tenkasi,2.6,300,100,0
2024-06-09,Tenkasi,4.0,138,70,0
2024-06-12,Tenkasi,2.8,170,26,0
2024-06-15,Tenkasi,2.5,18,55,0
2024-06-18,Tenkasi,2.1,83,3,0
2024-06-21,Tenkasi,5.1,283,10,0
2024-06-24,Tenkasi,4.9,17,95,0
2024-06-27,Tenkasi,5.7,237,81,1
2024-06-30,Tenkasi,5.2,188,23,0
2024-07-03,Tenkasi,3.2,118,38,0
2024-07-06,Tenkasi,3.0,130,92,0
2024-07-09,Tenkasi,5.9,198,98,1
2024-07-12,Tenkasi,3.3,31,35,0
2024-07-15,Tenkasi,2.4,78,80,0
2024-07-18,Tenkasi,2.1,57,14,0
2024-07-21,Tenkasi,4.3,67,13,0
2024-07-24,Tenkasi,2.7,139,23,0
2024-07-27,Tenkasi,2.5,258,46,0
2024-07-30,Tenkasi,6.6,111,50,0
2024-08-02,Tenkasi,2.5,16,52,0
2024-08-05,Tenkasi,2.4,44,26,0
2024-08-08,Tenkasi,5.4,197,40,0
2024-08-11,Tenkasi,5.2,235,20,0
2024-08-14,Tenkasi,2.9,10,22,0
2024-08-17,Tenkasi,5.3,21,15,0
2024-08-20,Tenkasi,6.9,182,61,1
2024-08-23,Tenkasi,7.0,284,0,0
2024-08-26,Tenkasi,2.8,135,15,0
2024-08-29,Tenkasi,3.0,20,68,0
2024-09-01,Tenkasi,2.1,267,97,0
2024-09-04,Tenkasi,2.8,191,14,0
2024-09-07,Tenkasi,6.5,20,41,0
2024-09-10,Tenkasi,2.7,47,93,0
2024-09-13,Tenkasi,5.5,69,34,0
2024-09-16,Tenkasi,3.4,107,11,0
2024-09-19,Tenkasi,3.7,287,83,0
2024-09-22,Tenkasi,3.5,258,55,0
2024-09-25,Tenkasi,4.6,209,24,0
2024-09-28,Tenkasi,3.3,106,87,0
2024-10-01,Tenkasi,6.2,148,50,0
2024-10-04,Tenkasi,2.5,164,21,0
2024-10-07,Tenkasi,6.0,254,55,0
2024-10-10,Tenkasi,6.4,221,76,1
2024-10-13,Tenkasi,5.7,168,79,1
2024-10-16,Tenkasi,2.5,201,54,0
2024-10-19,Tenkasi,3.0,185,47,0
2024-10-22,Tenkasi,6.5,37,57,0
2024-10-25,Tenkasi,2.8,22,65,0
2024-10-28,Tenkasi,3.3,214,37,0
2024-10-31,Tenkasi,5.0,276,45,0
2024-11-03,Tenkasi,4.0,63,23,0
2024-11-06,Tenkasi,6.0,224,23,0
2024-11-09,Tenkasi,3.8,42,27,0
2024-11-12,Tenkasi,5.3,195,18,0
2024-11-15,Tenkasi,5.9,67,1,0
2024-11-18,Tenkasi,3.6,10,91,0
2024-11-21,Tenkasi,3.6,243,72,0
2024-11-24,Tenkasi,6.0,124,71,1
2024-11-27,Tenkasi,2.3,150,77,0
2024-11-30,Tenkasi,3.1,116,13,0
2024-12-03,Tenkasi,4.8,43,73,0
2024-12-06,Tenkasi,6.5,220,87,1
2024-12-09,Tenkasi,5.8,167,40,0
2024-12-12,Tenkasi,3.0,30,63,0
2024-12-15,Tenkasi,4.5,145,53,0
2024-12-18,Tenkasi,2.6,236,21,0
2024-12-21,Tenkasi,5.0,201,30,0
2024-12-24,Tenkasi,4.9,150,2,0
2024-12-27,Tenkasi,5.2,299,0,0
2024-12-30,Tenkasi,6.6,150,16,0
2024-01-01,Ranipet,6.2,211,4,0
2024-01-04,Ranipet,6.5,275,5,0
2024-01-07,Ranipet,3.7,13,8,0
2024-01-10,Ranipet,4.3,217,92,0
2024-01-13,Ranipet,3.5,167,96,0
2024-01-16,Ranipet,3.7,45,71,0
2024-01-19,Ranipet,5.9,257,78,1
2024-01-22,Ranipet,2.2,157,89,0
2024-01-25,Ranipet,6.9,257,82,1
2024-01-28,Ranipet,6.8,67,47,0
2024-01-31,Ranipet,6.7,57,3,0
2024-02-03,Ranipet,3.1,10,17,0
2024-02-06,Ranipet,2.5,170,88,0
2024-02-09,Ranipet,5.6,120,21,0
2024-02-12,Ranipet,2.4,193,68,0
2024-02-15,Ranipet,6.9,31,33,0
2024-02-18,Ranipet,6.4,27,14,0
2024-02-21,Ranipet,2.2,160,9,0
2024-02-24,Ranipet,3.3,199,34,0
2024-02-27,Ranipet,5.5,75,74,1
2024-03-02,Ranipet,4.3,69,40,0
2024-03-05,Ranipet,6.3,216,81,1
2024-03-08,Ranipet,4.2,67,66,0
2024-03-11,Ranipet,4.6,300,61,0
2024-03-14,Ranipet,5.3,148,41,0
2024-03-17,Ranipet,5.9,252,28,0
2024-03-20,Ranipet,2.5,156,91,0
2024-03-23,Ranipet,2.4,290,31,0
2024-03-26,Ranipet,5.3,110,88,1
2024-03-29,Ranipet,2.4,258,7,0
2024-04-01,Ranipet,3.1,115,59,0
2024-04-04,Ranipet,6.1,101,62,1
2024-04-07,Ranipet,2.5,111,75,0
2024-04-10,Ranipet,5.8,268,40,0
2024-04-13,Ranipet,5.8,164,90,1
2024-04-16,Ranipet,4.3,83,64,0
2024-04-19,Ranipet,2.5,71,28,0
2024-04-22,Ranipet,6.6,202,57,0
2024-04-25,Ranipet,6.3,267,25,0
2024-04-28,Ranipet,5.9,101,8,0
2024-05-01,Ranipet,3.4,89,87,0
2024-05-04,Ranipet,3.5,300,82,0
2024-05-07,Ranipet,2.5,241,13,0
2024-05-10,Ranipet,5.7,128,2,0
2024-05-13,Ranipet,6.5,100,34,0
2024-05-16,Ranipet,2.1,276,57,0
2024-05-19,Ranipet,3.8,65,70,0
2024-05-22,Ranipet,2.4,225,27,0
2024-05-25,Ranipet,2.8,262,55,0
2024-05-28,Ranipet,4.5,32,56,0
2024-05-31,Ranipet,3.4,55,6,0
2024-06-03,Ranipet,5.2,221,24,0
2024-06-06,Ranipet,3.5,211,22,0
2024-06-09,Ranipet,5.0,276,77,1
2024-06-12,Ranipet,4.5,226,13,0
2024-06-15,Ranipet,5.4,132,14,0
2024-06-18,Ranipet,3.1,32,4,0
2024-06-21,Ranipet,4.9,127,8,0
2024-06-24,Ranipet,4.7,146,28,0
2024-06-27,Ranipet,6.4,212,50,0
2024-06-30,Ranipet,4.0,117,93,0
2024-07-03,Ranipet,6.1,142,63,1
2024-07-06,Ranipet,3.0,109,44,0
2024-07-09,Ranipet,5.2,152,93,1
2024-07-12,Ranipet,2.0,99,64,0
2024-07-15,Ranipet,6.5,249,94,1
2024-07-18,Ranipet,3.5,127,21,0
2024-07-21,Ranipet,3.6,40,21,0
2024-07-24,Ranipet,2.9,238,18,0
2024-07-27,Ranipet,6.8,247,54,0
2024-07-30,Ranipet,3.7,95,33,0
2024-08-02,Ranipet,6.4,92,86,1
2024-08-05,Ranipet,5.8,9,76,1
2024-08-08,Ranipet,3.8,247,74,0
2024-08-11,Ranipet,2.0,131,60,0
2024-08-14,Ranipet,2.5,13,72,0
2024-08-17,Ranipet,5.4,153,29,0
2024-08-20,Ranipet,4.6,90,96,0
2024-08-23,Ranipet,2.7,53,12,0
2024-08-26,Ranipet,3.5,176,57,0
2024-08-29,Ranipet,4.5,184,69,0
2024-09-01,Ranipet,3.3,254,32,0
2024-09-04,Ranipet,3.8,11,45,0
2024-09-07,Ranipet,3.5,175,66,0
2024-09-10,Ranipet,5.9,252,14,0
2024-09-13,Ranipet,3.3,270,93,0
2024-09-16,Ranipet,5.2,80,52,0
2024-09-19,Ranipet,6.3,77,45,0
2024-09-22,Ranipet,4.5,130,73,0
2024-09-25,Ranipet,5.7,225,46,0
2024-09-28,Ranipet,3.0,50,24,0
2024-10-01,Ranipet,6.6,198,81,1
2024-10-04,Ranipet,2.5,145,80,0
2024-10-07,Ranipet,5.4,235,67,1
2024-10-10,Ranipet,2.9,183,42,0
2024-10-13,Ranipet,4.0,218,35,0
2024-10-16,Ranipet,3.5,26,74,0
2024-10-19,Ranipet,4.6,180,78,0
2024-10-22,Ranipet,2.6,237,72,0
2024-10-25,Ranipet,6.8,182,36,0
2024-10-28,Ranipet,2.6,9,63,0
2024-10-31,Ranipet,6.6,80,59,0
2024-11-03,Ranipet,5.4,272,37,0
2024-11-06,Ranipet,5.1,88,38,0
2024-11-09,Ranipet,4.4,38,37,0
2024-11-12,Ranipet,2.1,25,27,0
2024-11-15,Ranipet,3.4,68,6,0
2024-11-18,Ranipet,4.4,7,55,0
2024-11-21,Ranipet,3.8,5,6,0
2024-11-24,Ranipet,3.3,184,36,0
2024-11-27,Ranipet,5.9,262,85,1
2024-11-30,Ranipet,6.8,292,19,0
2024-12-03,Ranipet,6.8,143,18,0
2024-12-06,Ranipet,7.0,105,55,0
2024-12-09,Ranipet,4.9,46,37,0
2024-12-12,Ranipet,3.1,247,45,0
2024-12-15,Ranipet,3.2,202,54,0
2024-12-18,Ranipet,4.0,55,33,0
2024-12-21,Ranipet,6.6,164,22,0
2024-12-24,Ranipet,4.8,170,74,0
2024-12-27,Ranipet,2.7,107,32,0
2024-12-30,Ranipet,2.7,288,25,0
2024-01-01,Tirupathur,3.5,48,38,0
2024-01-04,Tirupathur,4.8,241,69,0
2024-01-07,Tirupathur,2.9,228,12,0
2024-01-10,Tirupathur,2.7,231,88,0
2024-01-13,Tirupathur,3.6,188,59,0
2024-01-16,Tirupathur,3.8,243,53,0
2024-01-19,Tirupathur,6.8,241,3,0
2024-01-22,Tirupathur,6.6,18,98,1
2024-01-25,Tirupathur,4.1,76,78,0
2024-01-28,Tirupathur,6.5,129,74,1
2024-01-31,Tirupathur,4.6,70,79,0
2024-02-03,Tirupathur,4.7,294,37,0
2024-02-06,Tirupathur,2.3,206,16,0
2024-02-09,Tirupathur,4.0,8,59,0
2024-02-12,Tirupathur,6.0,270,58,0
2024-02-15,Tirupathur,6.2,48,7,0
2024-02-18,Tirupathur,3.4,59,42,0
2024-02-21,Tirupathur,5.0,153,72,1
2024-02-24,Tirupathur,4.4,174,7,0
2024-02-27,Tirupathur,2.6,266,94,0
2024-03-02,Tirupathur,5.6,109,66,1
2024-03-05,Tirupathur,2.7,258,17,0
2024-03-08,Tirupathur,3.1,84,38,0
2024-03-11,Tirupathur,5.1,8,62,1
2024-03-14,Tirupathur,5.1,107,14,0
2024-03-17,Tirupathur,2.3,83,77,0
2024-03-20,Tirupathur,6.4,271,12,0
2024-03-23,Tirupathur,3.2,58,60,0
2024-03-26,Tirupathur,2.1,263,56,0
2024-03-29,Tirupathur,4.0,67,38,0
2024-04-01,Tirupathur,4.0,99,30,0
2024-04-04,Tirupathur,6.2,284,33,0
2024-04-07,Tirupathur,6.1,229,84,1
2024-04-10,Tirupathur,5.1,226,18,0
2024-04-13,Tirupathur,5.2,99,18,0
2024-04-16,Tirupathur,6.1,128,21,0
2024-04-19,Tirupathur,4.6,284,25,0
2024-04-22,Tirupathur,4.4,153,37,0
2024-04-25,Tirupathur,5.3,257,47,0
2024-04-28,Tirupathur,5.3,205,49,0
2024-05-01,Tirupathur,5.5,59,59,0
2024-05-04,Tirupathur,4.1,222,18,0
2024-05-07,Tirupathur,2.1,239,15,0
2024-05-10,Tirupathur,4.8,10,74,0
2024-05-13,Tirupathur,3.5,232,5,0
2024-05-16,Tirupathur,6.5,186,17,0
2024-05-19,Tirupathur,4.3,239,35,0
2024-05-22,Tirupathur,2.0,86,45,0
2024-05-25,Tirupathur,4.5,262,26,0
2024-05-28,Tirupathur,3.7,273,49,0
2024-05-31,Tirupathur,4.6,94,83,0
2024-06-03,Tirupathur,2.8,293,43,0
2024-06-06,Tirupathur,4.3,76,35,0
2024-06-09,Tirupathur,5.9,160,50,0
2024-06-12,Tirupathur,2.3,252,48,0
2024-06-15,Tirupathur,6.8,97,73,1
2024-06-18,Tirupathur,5.5,264,99,1
2024-06-21,Tirupathur,5.3,137,16,0
2024-06-24,Tirupathur,5.5,183,74,1
2024-06-27,Tirupathur,5.1,211,8,0
2024-06-30,Tirupathur,2.2,86,29,0
2024-07-03,Tirupathur,2.5,59,63,0
2024-07-06,Tirupathur,6.7,248,41,0
2024-07-09,Tirupathur,5.8,126,13,0
2024-07-12,Tirupathur,6.5,94,93,1
2024-07-15,Tirupathur,6.5,220,8,0
2024-07-18,Tirupathur,2.3,133,14,0
2024-07-21,Tirupathur,2.2,42,56,0
2024-07-24,Tirupathur,5.8,20,22,0
2024-07-27,Tirupathur,3.6,235,48,0
2024-07-30,Tirupathur,2.7,298,71,0
2024-08-02,Tirupathur,3.0,134,62,0
2024-08-05,Tirupathur,4.2,151,28,0
2024-08-08,Tirupathur,3.0,87,55,0
2024-08-11,Tirupathur,6.1,103,11,0
2024-08-14,Tirupathur,4.9,54,26,0
2024-08-17,Tirupathur,2.2,76,0,0
2024-08-20,Tirupathur,3.8,213,72,0
2024-08-23,Tirupathur,4.7,41,43,0
2024-08-26,Tirupathur,2.9,275,63,0
2024-08-29,Tirupathur,3.0,111,73,0
2024-09-01,Tirupathur,6.1,261,45,0
2024-09-04,Tirupathur,3.8,291,17,0
2024-09-07,Tirupathur,6.0,229,54,0
2024-09-10,Tirupathur,5.1,41,72,1
2024-09-13,Tirupathur,2.4,269,38,0
2024-09-16,Tirupathur,2.5,260,29,0
2024-09-19,Tirupathur,2.3,281,42,0
2024-09-22,Tirupathur,2.1,153,32,0
2024-09-25,Tirupathur,4.0,188,8,0
2024-09-28,Tirupathur,6.4,85,36,0
2024-10-01,Tirupathur,2.4,299,30,0
2024-10-04,Tirupathur,6.3,261,39,0
2024-10-07,Tirupathur,4.0,34,69,0
2024-10-10,Tirupathur,5.5,61,74,1
2024-10-13,Tirupathur,4.4,139,83,0
2024-10-16,Tirupathur,2.1,178,53,0
2024-10-19,Tirupathur,3.3,176,97,0
2024-10-22,Tirupathur,2.3,109,70,0
2024-10-25,Tirupathur,6.1,173,96,1
2024-10-28,Tirupathur,5.3,36,30,0
2024-10-31,Tirupathur,4.5,293,78,0
2024-11-03,Tirupathur,5.5,23,44,0
2024-11-06,Tirupathur,6.9,218,76,1
2024-11-09,Tirupathur,5.7,46,70,1
2024-11-12,Tirupathur,4.4,71,34,0
2024-11-15,Tirupathur,5.6,58,4,0
2024-11-18,Tirupathur,4.5,120,83,0
2024-11-21,Tirupathur,3.8,249,38,0
2024-11-24,Tirupathur,5.9,121,2,0
2024-11-27,Tirupathur,6.7,18,99,1
2024-11-30,Tirupathur,5.9,105,68,1
2024-12-03,Tirupathur,5.0,199,87,1
2024-12-06,Tirupathur,5.4,14,70,1
2024-12-09,Tirupathur,4.4,203,98,0
2024-12-12,Tirupathur,3.9,69,55,0
2024-12-15,Tirupathur,5.5,286,17,0
2024-12-18,Tirupathur,2.6,65,78,0
2024-12-21,Tirupathur,6.9,193,45,0
2024-12-24,Tirupathur,3.0,228,7,0
2024-12-27,Tirupathur,3.2,52,75,0
2024-12-30,Tirupathur,2.1,216,95,0
2024-01-01,Kanchipuram,5.8,279,72,1
2024-01-04,Kanchipuram,2.2,12,92,0
2024-01-07,Kanchipuram,3.2,34,9,0
2024-01-10,Kanchipuram,2.3,229,23,0
2024-01-13,Kanchipuram,3.4,165,44,0
2024-01-16,Kanchipuram,5.0,130,37,0
2024-01-19,Kanchipuram,2.6,208,61,0
2024-01-22,Kanchipuram,5.3,44,9,0
2024-01-25,Kanchipuram,3.3,283,26,0
2024-01-28,Kanchipuram,4.5,187,28,0
2024-01-31,Kanchipuram,4.2,159,46,0
2024-02-03,Kanchipuram,5.9,154,83,1
2024-02-06,Kanchipuram,3.2,141,40,0
2024-02-09,Kanchipuram,5.5,262,13,0
2024-02-12,Kanchipuram,2.3,215,90,0
2024-02-15,Kanchipuram,6.8,253,35,0
2024-02-18,Kanchipuram,2.4,75,66,0
2024-02-21,Kanchipuram,3.2,288,26,0
2024-02-24,Kanchipuram,2.6,77,4,0
2024-02-27,Kanchipuram,6.9,230,83,1
2024-03-02,Kanchipuram,5.8,63,2,0
2024-03-05,Kanchipuram,4.5,22,34,0
2024-03-08,Kanchipuram,3.4,201,38,0
2024-03-11,Kanchipuram,6.1,48,7,0
2024-03-14,Kanchipuram,3.4,201,63,0
2024-03-17,Kanchipuram,2.1,200,49,0
2024-03-20,Kanchipuram,4.2,119,26,0
2024-03-23,Kanchipuram,3.9,225,68,0
2024-03-26,Kanchipuram,2.3,161,4,0
2024-03-29,Kanchipuram,4.7,183,3,0
2024-04-01,Kanchipuram,6.6,177,33,0
2024-04-04,Kanchipuram,6.1,115,96,1
2024-04-07,Kanchipuram,2.1,227,54,0
2024-04-10,Kanchipuram,5.9,34,13,0
2024-04-13,Kanchipuram,4.8,152,68,0
2024-04-16,Kanchipuram,4.3,298,92,0
2024-04-19,Kanchipuram,4.8,270,33,0
2024-04-22,Kanchipuram,2.8,200,59,0
2024-04-25,Kanchipuram,5.7,126,16,0
2024-04-28,Kanchipuram,6.5,148,87,1
2024-05-01,Kanchipuram,6.8,48,31,0
2024-05-04,Kanchipuram,5.9,156,43,0
2024-05-07,Kanchipuram,4.9,24,78,0
2024-05-10,Kanchipuram,3.4,142,84,0
2024-05-13,Kanchipuram,3.3,11,15,0
2024-05-16,Kanchipuram,3.5,169,33,0
2024-05-19,Kanchipuram,6.2,232,59,0
2024-05-22,Kanchipuram,2.1,9,59,0
2024-05-25,Kanchipuram,2.2,188,61,0
2024-05-28,Kanchipuram,5.2,289,27,0
2024-05-31,Kanchipuram,4.0,45,35,0
2024-06-03,Kanchipuram,6.5,287,40,0
2024-06-06,Kanchipuram,6.8,230,23,0
2024-06-09,Kanchipuram,3.3,146,33,0
2024-06-12,Kanchipuram,6.3,70,29,0
2024-06-15,Kanchipuram,5.2,80,79,1
2024-06-18,Kanchipuram,5.3,124,14,0
2024-06-21,Kanchipuram,5.3,99,87,1
2024-06-24,Kanchipuram,4.5,230,74,0
2024-06-27,Kanchipuram,3.6,288,91,0
2024-06-30,Kanchipuram,3.1,137,32,0
2024-07-03,Kanchipuram,2.1,185,69,0
2024-07-06,Kanchipuram,5.6,125,44,0
2024-07-09,Kanchipuram,2.5,264,56,0
2024-07-12,Kanchipuram,2.6,44,30,0
2024-07-15,Kanchipuram,3.0,297,47,0
2024-07-18,Kanchipuram,6.1,217,9,0
2024-07-21,Kanchipuram,5.2,149,18,0
2024-07-24,Kanchipuram,2.1,189,42,0
2024-07-27,Kanchipuram,6.9,196,60,1
2024-07-30,Kanchipuram,6.7,155,79,1
2024-08-02,Kanchipuram,2.2,193,5,0
2024-08-05,Kanchipuram,3.5,81,75,0
2024-08-08,Kanchipuram,2.1,113,40,0
2024-08-11,Kanchipuram,4.6,265,100,0
2024-08-14,Kanchipuram,4.9,181,27,0
2024-08-17,Kanchipuram,3.9,21,84,0
2024-08-20,Kanchipuram,5.6,200,97,1
2024-08-23,Kanchipuram,7.0,45,9,0
2024-08-26,Kanchipuram,6.8,119,72,1
2024-08-29,Kanchipuram,4.5,299,80,0
2024-09-01,Kanchipuram,4.7,219,68,0
2024-09-04,Kanchipuram,5.7,275,6,0
2024-09-07,Kanchipuram,5.0,273,66,1
2024-09-10,Kanchipuram,4.2,142,24,0
2024-09-13,Kanchipuram,6.2,155,31,0
2024-09-16,Kanchipuram,3.6,190,29,0
2024-09-19,Kanchipuram,4.3,64,88,0
